"","X","grid","month","rat_abun","rat_sd","poss_abun","poss_sd","mouse_abun","mouse_sd","treat","seed","seed_sd","seed_lcl","seed_ucl","p_lcl","p_ucl","r_lcl","r_ucl","m_lcl","m_ucl","grid.id","id"
"1",62,"Kaimai North East",2,14.281,2.24757108268417,58.9472,4.93660174909035,11.4126666666667,1.6340188360989,"Stoat removal",0,0,0,0,49.2714605717829,68.6229394282171,9.87576067793903,18.686239322061,8.20998974791286,14.6153435854205,1,"Kaimai North East 2"
"2",63,"Kaimai North East",5,26.5295333333333,3.23665869576272,54.2974666666667,4.742539371919,11.0182666666667,1.56859715309279,"Stoat removal",0,0,0,0,45.0020894977055,63.5928438356279,20.1856822896384,32.8733843770282,7.94381624660483,14.0927170867286,1,"Kaimai North East 5"
"3",64,"Kaimai North East",8,18.7612,2.75204399366656,95.3053333333333,6.4908946740646,3.95333333333333,0.951708606756133,"Stoat removal",0,0,0,0,82.5831797721667,108.0274868945,13.3671937724135,24.1552062275865,2.08798446409131,5.81868220257535,1,"Kaimai North East 8"
"4",66,"Kaimai North East",16,51.3300666666667,5.00073226142255,80.8036666666667,5.99511323060141,1.01213333333333,0.109484769183668,"Stoat removal",2.56375,4.47090874431586,-6.19923113885908,11.3267311388591,69.0532447346879,92.5540885986455,41.5286314342785,61.1315018990549,0.797543185733341,1.22672348093332,1,"Kaimai North East 16"
"5",68,"Kaimai North East",22,69.6204666666667,5.90962627366586,53.2935333333333,4.4471440260263,1.01353333333333,0.115546840258436,"Stoat removal",0.866666666666667,1.06009882737862,-1.21112703499543,2.94446036832876,44.5771310423218,62.0099356243448,58.0375991702816,81.2033341630518,0.787061526426795,1.24000514023986,1,"Kaimai North East 22"
"6",69,"Kaimai North East",27,21.5637333333333,2.73876580198029,31.9838666666667,3.33247856854067,1.0112,0.105239243408643,"Stoat removal",0.181818181818182,0.404519917477945,-0.611040856438591,0.974677220074954,25.452208672327,38.5155246610064,16.1957523614519,26.9317143052147,0.80493108291906,1.21746891708094,1,"Kaimai North East 27"
"7",70,"Kaimai North East",31,26.5642,3.38275645434538,56.0246,4.2981266965435,1.0116,0.107080364276685,"Stoat removal",0.2,0.632455532033676,-1.039612842786,1.439612842786,47.6002716747747,64.4489283252253,19.9339973494831,33.1944026505169,0.801722486017697,1.2214775139823,1,"Kaimai North East 31"
"8",72,"Kaimai North North",2,26.4147333333333,3.33978141074337,47.9224,4.11386758421237,8.69973333333333,1.34013419459876,"Stoat removal",0.666666666666667,1.15470053837925,-1.59654638855667,2.92987972189,39.8592195349438,55.9855804650562,19.8687617682763,32.9607048983903,6.07307031191976,11.3263963547469,2,"Kaimai North North 2"
"9",73,"Kaimai North North",5,50.3437333333333,5.00016474782474,45.0833333333333,4.08408711220246,7.417,1.22616389545875,"Stoat removal",3.16666666666667,8.75768061172419,-13.9983873323127,20.3317206656461,37.0785225934165,53.0881440732501,40.5434104275968,60.1440562390698,5.01371876490085,9.82028123509915,2,"Kaimai North North 5"
"10",74,"Kaimai North North",8,17.1432,2.61545721963953,66.9153333333333,4.85262830044884,2.6132,0.758523203664001,"Stoat removal",2.5,6.37466576663935,-9.99434490261312,14.9943449026131,57.4041818644536,76.426484802213,12.0169038495065,22.2694961504935,1.12649452081856,4.09990547918144,2,"Kaimai North North 8"
"11",76,"Kaimai North North",16,33.1259333333333,3.78581073920577,52.7048666666667,4.27052441832102,1.32446666666667,0.544065972783698,"Stoat removal",0.416666666666667,1.44337567297406,-2.4123496523625,3.24568298569583,44.3346388067575,61.0750945265759,25.70574428449,40.5461223821766,0.258097360010622,2.39083597332272,2,"Kaimai North North 16"
"12",2,"Kaimai South",2,29.7317333333333,3.61057272620974,37.9394666666667,3.89786462123335,8.864,1.45576278391051,"Control",0.857142857142857,2.38124540321439,-3.81009813315735,5.52438384744306,30.2996520090493,45.5792813242841,22.6550107899622,36.8084558767044,6.0107049435354,11.7172950564646,3,"Kaimai South 2"
"13",3,"Kaimai South",5,14.2465333333333,2.23975201339218,42.4022666666667,4.1063656694807,2.6368,0.773989037778986,"Control",0.166666666666667,0.577350269189626,-0.964939860945,1.29827319427833,34.3537899544845,50.4507433788489,9.85661938708463,18.636447279582,1.11978148595319,4.15381851404681,3,"Kaimai South 5"
"14",4,"Kaimai South",8,7.58013333333333,1.65578624549234,65.1256666666667,5.0981834006982,1.01306666666667,0.113564028965164,"Control",0.384615384615385,0.869718492622904,-1.32003286092551,2.08926363015628,55.1332272012982,75.1181061320352,4.33479229216834,10.8254743744983,0.790481169894948,1.23565216343839,3,"Kaimai South 8"
"15",6,"Kaimai South",16,37.8674,4.03732220306621,25.0767333333333,2.70522948133031,3.9996,0.972314866566716,"Control",1.23076923076923,2.77350098112615,-4.20529269223801,6.66683115377648,19.7744835499259,30.3789831167407,29.9542484819902,45.7805515180098,2.09386286152924,5.90533713847076,3,"Kaimai South 16"
"16",22,"Mokihaha North",2,65.7542,5.0106542623769,23.7549333333333,2.97970931021699,5.85093333333333,0.923888178756866,"Possum + rat removal",0.153846153846154,0.375533808099405,-0.582200110028681,0.889892417720988,17.914703085308,29.5951635813586,55.9333176457413,75.5750823542587,4.04011250296987,7.66175416369679,4,"Mokihaha North 2"
"17",23,"Mokihaha North",5,4.00073333333333,1.50402247361167,5.99673333333333,1.37105117129516,8.488,1.23237869605222,"Possum + rat removal",0.75,1.76454990398015,-2.7085178118011,4.2085178118011,3.30947303759482,8.68399362907184,1.05284928505446,6.9486173816122,6.07253775573765,10.9034622442624,4,"Mokihaha North 5"
"18",24,"Mokihaha North",8,9.50453333333333,1.86388779724986,4.80073333333333,1.26398812228878,5.36373333333333,1.1468445458662,"Possum + rat removal",0.5,1.16774841624228,-1.78878689583488,2.78878689583488,2.32331661364732,7.27815005301934,5.8513132507236,13.1577534159431,3.11591802343558,7.61154864323108,4,"Mokihaha North 8"
"19",26,"Mokihaha North",16,36.8222666666667,3.393127134322,21.0223333333333,2.75491207208577,8.99186666666667,1.44395504868898,"Possum + rat removal",0,0,0,0,15.6227056720452,26.4219609946214,30.1717374833956,43.4727958499378,6.16171477123627,11.8220185620971,4,"Mokihaha North 16"
"20",27,"Mokihaha North",19,22.3148666666667,2.23912033908,10.7786,1.76012932584027,5.15173333333333,1.07162814820009,"Possum + rat removal",0.166666666666667,0.389249472080762,-0.596262298611626,0.929595631944959,7.32874652135307,14.2284534786469,17.9261908020699,26.7035425312635,3.05134216286115,7.25212450380551,4,"Mokihaha North 19"
"21",28,"Mokihaha North",22,18.0886666666667,2.55729822413604,14.8168,2.06976408194034,20.6022,2.35050139696218,"Possum + rat removal",0.923076923076923,1.65637850251377,-2.32342494185006,4.1695787880039,10.7600623993969,18.8735376006031,13.0763621473601,23.1009711859733,15.9952172619541,25.2091827380459,4,"Mokihaha North 22"
"22",29,"Mokihaha North",27,24.9568,3.18649399961786,26.787,3.02969353832954,12.1033333333333,1.81484851541329,"Possum + rat removal",9.30769230769231,32.6633959639447,-54.7125637816392,73.3279483970238,20.8488006648741,32.7251993351259,18.711271760749,31.202328239251,8.54623024312325,15.6604364235433,4,"Mokihaha North 27"
"23",30,"Mokihaha North",31,9.5026,1.86041858654295,14.3554666666667,2.16544592619923,3.9156,0.944176574919636,"Possum + rat removal",4.09090909090909,8.53761729587999,-12.6428208090157,20.8246389908339,10.1111926513162,18.5997406820172,5.85617957037582,13.1490204296242,2.06501391315751,5.76618608684249,4,"Mokihaha North 31"
"24",42,"Mokihaha South",2,40.3390666666667,3.79190264870668,74.3552,5.31625028829611,5.16646666666667,1.08567986177926,"Possum removal",0.714285714285714,1.32598708826359,-1.88464897871093,3.31322040728235,63.9353494349396,84.7750505650604,32.9069374752016,47.7711958581318,3.03853413757932,7.29439919575402,5,"Mokihaha South 2"
"25",43,"Mokihaha South",5,4.98973333333333,1.50032596261229,20.6564666666667,2.43776831614076,7.91253333333333,1.39859929484993,"Possum removal",0.357142857142857,0.497245158098847,-0.617457652730883,1.3317433670166,15.8784407670308,25.4344925663026,2.04909444661324,7.93037222005342,5.17127871542747,10.6537879512392,5,"Mokihaha South 5"
"26",44,"Mokihaha South",8,16.1463333333333,2.42131728763141,9.2472,1.74100380038323,3.8794,0.926487739783316,"Possum removal",0.0833333333333333,0.288675134594813,-0.4824699304725,0.649136597139167,5.83483255124887,12.6595674487511,11.4005514495757,20.8921152170909,2.0634840300247,5.6953159699753,5,"Mokihaha South 8"
"27",46,"Mokihaha South",16,59.9613333333333,5.38101928821367,21.92,2.83647722363545,1.297,0.518853493062493,"Possum removal",1.66666666666667,4.29234695990928,-6.74633337475552,10.0796667080889,16.3605046416745,27.4794953583255,49.4145355284345,70.5081311382321,0.280047153597514,2.31395284640249,5,"Mokihaha South 16"
"28",47,"Mokihaha South",19,29.0056666666667,3.419534193887,14.0695333333333,2.18862615686626,1.01153333333333,0.106775819487673,"Possum removal",0.181818181818182,0.603022689155527,-1.00010628892665,1.36374265256302,9.77982606587543,18.3592406007912,22.3033796466482,35.7079536866852,0.802252727137491,1.22081393952917,5,"Mokihaha South 19"
"29",48,"Mokihaha South",22,66.8061333333333,5.84644858978193,16.039,2.27870398094813,12.7003333333333,1.7404027758952,"Possum removal",2.21428571428571,2.69411242494476,-3.06617463860602,7.49474606717745,11.5727401973417,20.5052598026583,55.3470940973607,78.2651725693059,9.28914389257871,16.1115227740879,5,"Mokihaha South 22"
"30",49,"Mokihaha South",27,74.3691333333333,6.20576946777766,21.1290666666667,2.64871217272983,8.58413333333333,1.24908990759754,"Possum removal",0.0833333333333333,0.288675134594813,-0.4824699304725,0.649136597139167,15.9375908081162,26.3205425252172,62.2058251764891,86.5324414901775,6.13591711444215,11.0323495522245,5,"Mokihaha South 27"
"31",50,"Mokihaha South",31,55.982,5.42315130141162,20.4377333333333,2.68235018762605,1.01146666666667,0.106470361845065,"Possum removal",0.833333333333333,2.58785040080946,-4.23885345225321,5.90552011891988,15.1803269655862,25.6951397010804,45.3526234492332,66.6113765507668,0.802784757450343,1.220148575883,5,"Mokihaha South 31"
"32",83,"Okopeka East",5,9.4942,1.87141653300096,37.2017333333333,3.71409342391289,1.285,0.515292184172247,"Stoat removal",0.8,2.14087209644419,-3.39610930903061,4.99610930903061,29.922110222464,44.4813564442026,5.82622359531812,13.1621764046819,0.275027319022396,2.2949726809776,6,"Okopeka East 5"
"33",84,"Okopeka East",8,7.97313333333333,1.4842815506737,73.402,5.67973121046306,1.01166666666667,0.107384003978756,"Stoat removal",0.857142857142857,1.65748386032949,-2.39152550910294,4.10581122338866,62.2697268274924,84.5342731725076,5.06394149401288,10.8823251726538,0.801194018868308,1.22213931446503,6,"Okopeka East 8"
"34",89,"Okopeka East",27,51.221,5.04259068813408,69.3653333333333,5.48730707404071,3.94666666666667,0.959383612890764,"Stoat removal",0.692307692307692,1.18213192894698,-1.62467088842838,3.00928627304376,58.6102114682135,80.1204551984531,41.3375222512572,61.1044777487428,2.06627478540077,5.82705854793257,6,"Okopeka East 27"
"35",NA,"Okopeka East",NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,1.0137937550497,-1.43148020434186,2.54259131545297,NA,NA,NA,NA,NA,NA,6,"Okopeka East NA"
"36",93,"Okopeka West",5,41.8246,4.49669317646885,29.2035333333333,3.32145193930123,2.61846666666667,0.767596853313967,"Stoat removal",1.22222222222222,1.8673991236957,-2.43788006022136,4.8823245046658,22.6934875323029,35.7135791343637,33.011081374121,50.6381186258789,1.11397683417129,4.12295649916205,7,"Okopeka West 5"
"37",94,"Okopeka West",8,10.5169333333333,1.86849654736423,35.5348,3.71705663942194,5.35106666666667,1.14678094507682,"Stoat removal",1,2.36038737740833,-3.62635925972033,5.62635925972033,28.249368986733,42.820231013267,6.85468010049941,14.1791865661672,3.1033760143161,7.59875731901724,7,"Okopeka West 8"
"38",96,"Okopeka West",16,68.7816666666667,5.96056757196333,53.704,4.65532979208042,1.011,0.10430592176392,"Stoat removal",4.61111111111111,6.63448113037343,-8.3924719044208,17.614694126643,44.5795536075224,62.8284463924776,57.0989542256186,80.4643791077148,0.806560393342717,1.21543960665728,7,"Okopeka West 16"
"39",99,"Okopeka West",27,74.0924,6.3561746071865,58.1605333333333,4.89943833671676,3.80626666666667,0.90494308680431,"Stoat removal",0.846153846153846,0.688737231721194,-0.503771128019695,2.19607882032739,48.5576341933685,67.7634324732982,61.6342977699145,86.5505022300855,2.03257821653022,5.57995511680312,7,"Okopeka West 27"
"40",NA,"Okopeka West",NA,NA,NA,NA,NA,NA,NA,NA,3.28571428571429,5.34522483824849,-7.19092639725275,13.7623549686813,NA,NA,NA,NA,NA,NA,7,"Okopeka West NA"
"41",32,"Rata Rd",2,10.4125333333333,1.83413208855218,94.1927333333333,6.64361320131198,3.6258,0.778769194796454,"Possum + rat removal",3.7027027027027,7.69149914900594,-11.3726356293489,18.7780410347543,81.1712514587618,107.214215207905,6.81763443977103,14.0074322268956,2.09941237819895,5.15218762180105,8,"Rata Rd 2"
"42",33,"Rata Rd",5,NA,NA,13.5867333333333,2.11719377861088,NA,NA,"Possum + rat removal",0.833333333333333,1.99240983979124,-3.0717899526575,4.73845661932417,9.43703352725597,17.7364331394106,NA,NA,NA,NA,8,"Rata Rd 5"
"43",34,"Rata Rd",8,3.9798,1.49110926956754,NA,NA,6.4658,1.23633824746742,"Possum + rat removal",0.75,1.76454990398015,-2.7085178118011,4.2085178118011,NA,NA,1.05722583164762,6.90237416835238,4.04257703496386,8.88902296503614,8,"Rata Rd 8"
"44",36,"Rata Rd",16,22.0986,2.57567861246073,2.8,1.28664046891368,14.9882666666667,1.80294547053247,"Possum + rat removal",8.4375,20.1541438947188,-31.0646220336489,47.9396220336489,0.278184680929187,5.32181531907081,17.050269919577,27.146930080423,11.4544935444231,18.5220397889103,8,"Rata Rd 16"
"45",37,"Rata Rd",19,4.99553333333333,1.48900230268886,3.67333333333333,1.24677952588578,5.2452,1.11209685307862,"Possum + rat removal",0.2,0.447213595499958,-0.676538647179918,1.07653864717992,1.2296454625972,6.11702120406946,2.07708882006316,7.9139778466035,3.0654901679659,7.42490983203409,8,"Rata Rd 19"
"46",38,"Rata Rd",22,20.9908,2.92425810175784,6.12306666666667,1.40330058993976,14.7234,2.01989218465471,"Possum + rat removal",10.8333333333333,16.5599481900751,-21.6241651192138,43.2908317858805,3.37259751038474,8.8735358229486,15.2592541205546,26.7223458794454,10.7644113180768,18.6823886819232,8,"Rata Rd 22"
"47",39,"Rata Rd",27,24.5090666666667,3.2408154304947,4.17893333333333,1.06798512865952,17.7823333333333,2.24358867328614,"Possum + rat removal",10.2777777777778,13.9949804260021,-17.1523838571864,37.707939412742,2.08568248116067,6.27218418550599,18.1570684228971,30.8610649104363,13.3848995336925,22.1797671329741,8,"Rata Rd 27"
"48",40,"Rata Rd",31,17.139,2.58004963332246,10.685,1.88644610628755,3.61,0.758993898602534,"Possum + rat removal",3,4.09502512437113,-5.02624924376741,11.0262492437674,6.9875656316764,14.3824343683236,12.082102718688,22.195897281312,2.12237195873903,5.09762804126097,8,"Rata Rd 31"
"49",13,"Te Pua",5,4.95273333333333,1.51159458523162,48.6125333333333,4.44829428774224,1.0124,0.11066641979585,"Control",8.71428571428571,10.7849100930089,-12.4241380680118,29.8527094965832,39.8938765293585,57.3311901373081,1.99000794627936,7.9154587203873,0.795493817200134,1.22930618279987,9,"Te Pua 5"
"50",14,"Te Pua",8,9.528,1.85726841438286,68.5694,5.3243722856329,4.0064,0.972979351915865,"Control",1.42857142857143,2.73760944886328,-3.93714309120059,6.79428594834345,58.1336303201595,79.0051696798405,5.88775390780959,13.1682460921904,2.0993604702449,5.9134395297551,9,"Te Pua 8"
"51",19,"Te Pua",27,40.2519333333333,4.29636592710252,86.6721333333333,6.24292947208668,3.98953333333333,0.967963280510363,"Control",3.1875,4.96949024884176,-6.55270088772985,12.9277008877298,74.4359915680434,98.9082750986232,31.8310561162124,48.6728105504542,2.09232530353302,5.88674136313364,9,"Te Pua 27"
"52",20,"Te Pua",31,54.0184666666667,5.36392055855349,71.6717333333333,5.48459476298871,1.01113333333333,0.104929100968086,"Control",1,1.0690449676497,-1.09532813659341,3.09532813659341,60.9219275978754,82.4215390687912,43.5051823719019,64.5317509614315,0.805472295435882,1.21679437123078,9,"Te Pua 31"
"53",52,"Te Tehi",2,16.1559333333333,2.41592092319872,147.458866666667,9.50940253808466,6.59113333333333,1.25748431402101,"Possum removal",3.23255813953488,5.25917433906523,-7.07542356503296,13.5405398441027,128.820437692021,166.097295641313,11.4207283238638,20.8911383428028,4.12646407785215,9.05580258881451,10,"Te Tehi 2"
"54",54,"Te Tehi",8,4.943,1.487200429557,2.8022,1.25803312217489,4.88213333333333,0.926011851302206,"Possum removal",0.333333333333333,0.65133894727893,-0.943291003333369,1.60995767000004,0.336455080537216,5.26794491946278,2.02808715806828,7.85791284193172,3.06715010478101,6.69711656188565,10,"Te Tehi 8"
"55",56,"Te Tehi",16,14.2055333333333,2.03920734763846,12.8968666666667,2.00956862865984,24.1484666666667,3.02883408337529,"Possum removal",2.48571428571429,4.74881674780168,-6.821966539977,11.7933951114056,8.95811215449341,16.83562117884,10.2086869319619,18.2023797347047,18.2119518632511,30.0849814700823,10,"Te Tehi 16"
"56",57,"Te Tehi",19,32.016,3.72952248362491,21.749,2.82538454961271,7.79933333333333,1.38062544908613,"Possum removal",3.77777777777778,5.6740148435164,-7.34329131551437,14.8988468710699,16.2112462827591,27.2867537172409,24.7061359320952,39.3258640679048,5.09330745312452,10.5053592135421,10,"Te Tehi 19"
"57",58,"Te Tehi",22,92.4098,7.49608853889095,NA,NA,12.9565333333333,1.8503888541285,"Possum removal",26.6923076923077,35.9263348876773,-43.7233086875398,97.1079240721552,NA,NA,77.7174664637737,107.102133536226,9.32977117924144,16.5832954874252,10,"Te Tehi 22"
"58",59,"Te Tehi",27,114.552333333333,9.18028756271853,16.5876,2.36474784606979,8.954,1.46738800203056,"Possum removal",10.3684210526316,21.8332328911577,-32.4247154140376,53.1615575193008,11.9526942217032,21.2225057782968,96.5589697104047,132.545696956261,6.0779195160201,11.8300804839799,10,"Te Tehi 27"
"59",60,"Te Tehi",31,87.3701333333333,7.36152706899921,17.2108,2.4053168322013,1.31373333333333,0.537640523687593,"Possum removal",4.61538461538461,12.4267082094607,-19.7409634751583,28.9717327059275,12.4963790088855,21.9252209911145,72.9415402780948,101.798726388572,0.259957906905648,2.36750875976101,10,"Te Tehi 31"
